Tamano del Vector;B1:Mejor Tiempo (us); B1:Peor Tiempo(us); B1:Tiempo Medio(us);;B2:Mejor Tiempo (us); B2:Peor Tiempo(us); B2:Tiempo Medio(us);;BInter:Mejor Tiempo (us); BInter:Peor Tiempo(us); BInter:Tiempo Medio(us)
85000;628.900000;827.100000;690.320000;;619.600000;739.700000;661.380000;;19.500000;30.700000;21.240000
86000;499.000000;729.300000;546.140000;;500.900000;593.400000;537.240000;;19.800000;30.700000;21.730000
87000;854.800000;1014.500000;914.910000;;864.000000;1019.200000;933.310000;;20.100000;31.000000;22.080000
88000;691.400000;1148.900000;792.920000;;694.800000;936.000000;761.270000;;20.200000;31.000000;22.560000
89000;689.000000;866.300000;746.160000;;660.900000;1014.000000;746.970000;;21.000000;31.900000;23.640000
90000;710.200000;837.600000;752.510000;;711.200000;835.800000;778.250000;;20.900000;29.800000;22.920000
91000;730.100000;919.700000;787.020000;;733.500000;856.300000;767.150000;;21.800000;32.500000;24.990000
92000;719.700000;928.600000;761.140000;;716.600000;838.000000;745.300000;;21.900000;30.600000;23.210000
93000;740.300000;893.900000;775.310000;;715.500000;786.000000;756.050000;;33.200000;43.400000;36.600000
94000;742.000000;831.500000;771.420000;;707.400000;806.100000;756.190000;;34.000000;43.800000;35.580000
95000;742.000000;1025.300000;802.450000;;716.700000;803.100000;760.100000;;33.300000;48.400000;36.180000
96000;744.500000;817.700000;764.990000;;713.100000;833.300000;758.040000;;33.800000;35.800000;34.520000
97000;752.400000;812.600000;773.020000;;724.900000;866.100000;781.810000;;34.800000;36.600000;35.630000
98000;760.900000;877.400000;786.680000;;744.600000;911.300000;792.680000;;35.300000;37.500000;35.830000
99000;781.800000;868.100000;809.330000;;782.700000;933.300000;808.730000;;35.600000;48.400000;37.910000
100000;786.000000;1020.500000;828.460000;;763.300000;972.400000;831.320000;;36.100000;38.900000;36.990000
