Tamano del Vector;B1:Mejor Tiempo (us); B1:Peor Tiempo(us); B1:Tiempo Medio(us);;B2:Mejor Tiempo (us); B2:Peor Tiempo(us); B2:Tiempo Medio(us);;BInter:Mejor Tiempo (us); BInter:Peor Tiempo(us); BInter:Tiempo Medio(us)
86000;749.300000;841.300000;781.390000;;646.900000;881.900000;766.640000;;19.600000;28.200000;21.150000
87000;868.500000;1033.600000;911.610000;;867.900000;1027.500000;937.890000;;20.400000;25.400000;22.120000
88000;706.000000;1103.000000;794.250000;;711.300000;818.700000;740.000000;;20.500000;26.200000;21.440000
89000;718.700000;896.600000;795.250000;;708.600000;890.900000;796.590000;;20.800000;26.100000;23.040000
90000;714.900000;905.800000;775.210000;;731.000000;804.000000;750.680000;;21.100000;27.300000;22.100000
91000;741.800000;1073.100000;839.620000;;752.100000;1049.300000;819.660000;;21.500000;39.400000;24.680000
92000;742.500000;854.900000;769.770000;;741.000000;807.100000;761.680000;;21.700000;28.900000;22.780000
93000;747.000000;858.700000;779.310000;;744.100000;815.700000;757.810000;;33.100000;48.200000;36.320000
94000;755.700000;949.500000;790.310000;;752.800000;875.500000;784.290000;;33.600000;39.300000;34.670000
95000;750.400000;857.500000;778.010000;;743.900000;847.000000;773.500000;;33.600000;37.500000;34.510000
96000;758.200000;839.900000;782.010000;;761.000000;885.400000;789.000000;;34.000000;41.600000;35.160000
97000;766.200000;939.300000;791.130000;;760.500000;922.600000;791.540000;;34.700000;36.300000;35.360000
98000;782.500000;902.900000;810.060000;;777.900000;1039.800000;819.400000;;34.900000;35.800000;35.370000
99000;819.700000;1047.300000;930.590000;;824.400000;1050.100000;936.630000;;35.000000;47.400000;40.460000
100000;806.300000;1015.100000;843.310000;;796.700000;932.200000;826.260000;;35.600000;39.800000;36.320000
